rain,radarX,radarY,date,latitude,longitude,labels,tiffile
1101.0,424.0,392.0,2016-01-07,52.3612787,5.9885782,1,ahn2_5_27dn2.tif
58.0,451.0,290.0,2016-01-08,53.2133613,6.5317585000000005,1,ahn2_5_07dn1.tif
81.0,485.0,293.0,2016-01-08,53.151927,7.0232021,1,ahn2_5_08cz1.tif
53.0,313.0,452.0,2016-01-09,51.9326417,4.3732382,1,ahn2_5_37ez2.tif
81.0,320.0,450.0,2016-01-09,51.9442705,4.4703385,1,ahn2_5_37fz1.tif
110.0,321.0,451.0,2016-01-09,51.9330842,4.4787893,1,ahn2_5_37fz1.tif
92.0,336.0,468.0,2016-01-09,51.7749214,4.6689312,1,ahn2_5_44an2.tif
17.0,345.0,406.0,2016-01-09,52.3048139,4.8642449,1,ahn2_5_25dz2.tif
32.0,365.0,398.0,2016-01-09,52.3556666,5.158006,1,ahn2_5_25hn2.tif
52.0,373.0,405.0,2016-01-09,52.2923066,5.2634055,1,ahn2_5_26cz2.tif
110.0,305.0,437.0,2016-01-10,52.0649318,4.2784887,1,ahn2_5_30dz2.tif
329.0,311.0,454.0,2016-01-10,51.914669,4.3420794,1,ahn2_5_37gn1.tif
271.0,320.0,448.0,2016-01-10,51.9587386,4.4690604,1,ahn2_5_37fz1.tif
78.0,323.0,436.0,2016-01-10,52.0642397,4.5297308,1,ahn2_5_30hz2.tif
39.0,333.0,408.0,2016-01-10,52.2930374,4.6972795,1,ahn2_5_25cz2.tif
67.0,345.0,399.0,2016-01-10,52.3632702,4.8737316,1,ahn2_5_25gn1.tif
47.0,345.0,405.0,2016-01-10,52.3072807,4.8713127,1,ahn2_5_25dz2.tif
64.0,346.0,399.0,2016-01-10,52.3635598,4.8849894,1,ahn2_5_25gn1.tif
47.0,423.0,305.0,2016-01-10,53.1056077,6.1047554,1,ahn2_5_11en1.tif
379.0,308.0,439.0,2016-01-11,52.0402863,4.3118851,1,ahn2_5_30gz1.tif
399.0,309.0,435.0,2016-01-11,52.0776538,4.3377542,1,ahn2_5_30gz1.tif
509.0,319.0,451.0,2016-01-11,51.9303412,4.4605435,1,ahn2_5_37fz1.tif
435.0,362.0,433.0,2016-01-11,52.0536901,5.0789203,1,ahn2_5_31hz1.tif
435.0,362.0,433.0,2016-01-11,52.053762,5.0789198,1,ahn2_5_31hz1.tif
285.0,369.0,426.0,2016-01-11,52.1083316,5.1786813,1,ahn2_5_32cn1.tif
386.0,399.0,501.0,2016-01-12,51.4451903,5.4900919,1,ahn2_5_51gn1.tif
267.0,440.0,555.0,2016-01-12,50.954607,5.9775612,1,ahn2_5_68gz2.tif
233.0,447.0,506.0,2016-01-12,51.3622976,6.1404258,1,ahn2_5_52gz2.tif
757.0,312.0,439.0,2016-01-13,52.0422478,4.3728855,1,ahn2_5_30gz2.tif
2236.0,307.0,436.0,2016-01-14,52.0712785,4.3039201,1,ahn2_5_30gz1.tif
2048.0,349.0,399.0,2016-01-14,52.3629202,4.9270711,1,ahn2_5_25gn1.tif
2112.0,247.0,529.0,2016-01-15,51.3098374,3.3874925,1,ahn2_5_66fz2.tif
2393.0,303.0,481.0,2016-01-15,51.6853387,4.2065023,1,ahn2_5_43dn1.tif
1809.0,304.0,435.0,2016-01-15,52.0815101,4.2563433,1,ahn2_5_30dz2.tif
1648.0,306.0,436.0,2016-01-15,52.0704588,4.2853135,1,ahn2_5_30dz2.tif
1473.0,311.0,433.0,2016-01-15,52.0970894,4.3668398,1,ahn2_5_30gn2.tif
1473.0,311.0,433.0,2016-01-15,52.0970894,4.3668398,1,ahn2_5_30gn2.tif
1473.0,311.0,433.0,2016-01-15,52.0970655,4.3599517,1,ahn2_5_30gn1.tif
1512.0,313.0,452.0,2016-01-15,51.9309464,4.3705283,1,ahn2_5_37ez2.tif
887.0,316.0,421.0,2016-01-15,52.1898781,4.4435159,1,ahn2_5_30fz1.tif
915.0,320.0,449.0,2016-01-15,51.9531658,4.4652834,1,ahn2_5_37fz1.tif
991.0,320.0,454.0,2016-01-15,51.9058519,4.4633618,1,ahn2_5_37hn1.tif
431.0,329.0,385.0,2016-01-15,52.4937181,4.6716491,1,ahn2_5_19cz2.tif
587.0,331.0,417.0,2016-01-15,52.2205628,4.6665135,1,ahn2_5_31an2.tif
148.0,345.0,396.0,2016-01-15,52.3881444,4.8839434,1,ahn2_5_25ez1.tif
275.0,270.0,481.0,2016-01-16,51.7072546,3.7396213,1,ahn2_5_64gn1.tif
457.0,306.0,437.0,2016-01-16,52.0630472,4.2876836,1,ahn2_5_30dz2.tif
699.0,324.0,457.0,2016-01-16,51.8802014,4.5228703,1,ahn2_5_37hn2.tif
452.0,344.0,398.0,2016-01-16,52.3708773,4.864964,1,ahn2_5_25dn2.tif
78.0,489.0,401.0,2016-01-16,52.2211381,6.8961485,1,ahn2_5_34fn2.tif
17.0,480.0,393.0,2016-01-17,52.2976131,6.7718537,1,ahn2_5_28gz2.tif
23.0,306.0,437.0,2016-01-19,52.0633131,4.2895192,1,ahn2_5_30dz2.tif
20.0,314.0,453.0,2016-01-19,51.9235477,4.3871965,1,ahn2_5_37ez2.tif
11.0,348.0,393.0,2016-01-19,52.4110072,4.9255136,1,ahn2_5_25ez1.tif
194.0,313.0,451.0,2016-01-20,51.9351534,4.3695169,1,ahn2_5_37ez2.tif
371.0,318.0,451.0,2016-01-20,51.9326402,4.440985,1,ahn2_5_37ez2.tif
23.0,368.0,413.0,2016-01-20,52.2227123,5.178805,1,ahn2_5_32an1.tif
633.0,299.0,463.0,2016-01-22,51.8444014,4.1607257,1,ahn2_5_37dz1.tif
518.0,319.0,437.0,2016-01-22,52.0578899,4.4695577,1,ahn2_5_30hz1.tif
454.0,321.0,453.0,2016-01-22,51.9186983,4.4832016,1,ahn2_5_37hn1.tif
507.0,339.0,400.0,2016-01-22,52.3615416,4.7972325,1,ahn2_5_25dn1.tif
521.0,345.0,404.0,2016-01-22,52.3191039,4.8722755,1,ahn2_5_25dn2.tif
424.0,363.0,431.0,2016-01-22,52.0719621,5.0919984,1,ahn2_5_31hz1.tif
487.0,369.0,396.0,2016-01-22,52.3711387,5.2142744,1,ahn2_5_26cn1.tif
762.0,422.0,454.0,2016-01-22,51.8327599,5.8727693,1,ahn2_5_40cz2.tif
617.0,441.0,415.0,2016-01-22,52.142906,6.1960768,1,ahn2_5_33hn1.tif
585.0,443.0,416.0,2016-01-22,52.1341992,6.2239925,1,ahn2_5_33hn1.tif
461.0,308.0,441.0,2016-01-24,52.0305657,4.3134446,1,ahn2_5_37en1.tif
316.0,311.0,435.0,2016-01-24,52.0787559,4.3610141,1,ahn2_5_30gz1.tif
390.0,311.0,455.0,2016-01-24,51.9053443,4.3345876,1,ahn2_5_37gn1.tif
392.0,322.0,448.0,2016-01-24,51.9619504,4.4983216,1,ahn2_5_37fz1.tif
395.0,323.0,451.0,2016-01-24,51.932766,4.5057333,1,ahn2_5_37fz1.tif
356.0,327.0,447.0,2016-01-24,51.9661939,4.5690461,1,ahn2_5_37fz2.tif
196.0,328.0,386.0,2016-01-24,52.4862824,4.6520708,1,ahn2_5_19cz2.tif
171.0,348.0,399.0,2016-01-24,52.363734,4.9213302,1,ahn2_5_25gn1.tif
182.0,364.0,426.0,2016-01-24,52.1182451,5.108859,1,ahn2_5_31hn2.tif
550.0,303.0,438.0,2016-01-26,52.0560698,4.2394155,1,ahn2_5_30dz2.tif
622.0,304.0,434.0,2016-01-26,52.0886122,4.2677352,1,ahn2_5_30dz2.tif
622.0,304.0,434.0,2016-01-26,52.0886122,4.2677352,1,ahn2_5_30dz2.tif
620.0,305.0,434.0,2016-01-26,52.0858132,4.2787778,1,ahn2_5_30dz2.tif
602.0,308.0,435.0,2016-01-26,52.0754162,4.3170217,1,ahn2_5_30gz1.tif
608.0,321.0,436.0,2016-01-26,52.0624891,4.4937297,1,ahn2_5_30hz1.tif
247.0,326.0,461.0,2016-01-26,51.845639,4.5412972,1,ahn2_5_37hz2.tif
522.0,338.0,383.0,2016-01-26,52.5040482,4.7909281,1,ahn2_5_19dz1.tif
577.0,349.0,398.0,2016-01-26,52.3679336,4.9312625,1,ahn2_5_25gn1.tif
228.0,364.0,441.0,2016-01-26,51.9873743,5.0925364,1,ahn2_5_38fn1.tif
1357.0,310.0,434.0,2016-01-27,52.0848574,4.3476991,1,ahn2_5_30gz1.tif
1324.0,318.0,453.0,2016-01-27,51.9187441,4.4432836,1,ahn2_5_37hn1.tif
1104.0,328.0,392.0,2016-01-27,52.4330622,4.6442348,1,ahn2_5_25an1.tif
1523.0,328.0,448.0,2016-01-27,51.9528108,4.5835318,1,ahn2_5_37fz2.tif
1648.0,346.0,400.0,2016-01-27,52.3529346,4.8947359,1,ahn2_5_25gn1.tif
846.0,365.0,489.0,2016-01-27,51.5719434,5.0514859,1,ahn2_5_50fn1.tif
1034.0,367.0,483.0,2016-01-27,51.6252217,5.0785737,1,ahn2_5_44hz1.tif
1656.0,371.0,409.0,2016-01-27,52.2532228,5.2256972,1,ahn2_5_32an1.tif
16.0,320.0,435.0,2016-01-28,52.0672034,4.4790071,1,ahn2_5_30hz1.tif
58.0,322.0,447.0,2016-01-28,51.9644876,4.4962633,1,ahn2_5_37fz1.tif
12.0,307.0,436.0,2016-01-29,52.0697692,4.3081335,1,ahn2_5_30gz1.tif
12.0,307.0,436.0,2016-01-29,52.0698125,4.3081333,1,ahn2_5_30gz1.tif
22.0,321.0,453.0,2016-01-29,51.9170492,4.4754871,1,ahn2_5_37hn1.tif
2787.0,303.0,481.0,2016-01-30,51.6853387,4.2065023,1,ahn2_5_43dn1.tif
1872.0,304.0,437.0,2016-01-30,52.0674524,4.2554881,1,ahn2_5_30dz2.tif
1913.0,307.0,438.0,2016-01-30,52.0510278,4.3040311,1,ahn2_5_30gz1.tif
2015.0,310.0,437.0,2016-01-30,52.0616802,4.3378686,1,ahn2_5_30gz1.tif
1910.0,313.0,452.0,2016-01-30,51.9326592,4.3731796,1,ahn2_5_37ez2.tif
1953.0,316.0,453.0,2016-01-30,51.9184783,4.412214,1,ahn2_5_37gn2.tif
1713.0,319.0,423.0,2016-01-30,52.1709393,4.4848632,1,ahn2_5_30fz1.tif
1722.0,320.0,425.0,2016-01-30,52.1528093,4.4895258,1,ahn2_5_30fz1.tif
1855.0,320.0,456.0,2016-01-30,51.8914349,4.4674266,1,ahn2_5_37hn1.tif
1898.0,323.0,455.0,2016-01-30,51.8936083,4.509622,1,ahn2_5_37hn1.tif
2320.0,328.0,444.0,2016-01-30,51.9919178,4.5916302,1,ahn2_5_38an1.tif
2110.0,347.0,396.0,2016-01-30,52.3862395,4.909077,1,ahn2_5_25ez1.tif
2289.0,377.0,488.0,2016-01-30,51.5783807,5.2070144,1,ahn2_5_51an1.tif
2134.0,448.0,443.0,2016-01-30,51.9027041,6.2579834,1,ahn2_5_40hn1.tif
374.0,310.0,461.0,2016-01-31,51.854567,4.3148719,1,ahn2_5_37gz1.tif
562.0,347.0,398.0,2016-01-31,52.3694878,4.9060939,1,ahn2_5_25gn1.tif
562.0,347.0,398.0,2016-01-31,52.3691215,4.9078917,1,ahn2_5_25gn1.tif
687.0,435.0,571.0,2016-01-31,50.816183,5.8928486,1,ahn2_5_69ez1.tif
31.0,314.0,426.0,2016-02-01,52.1506264,4.4050834,1,ahn2_5_30ez2.tif
66.0,361.0,437.0,2016-02-02,52.0234389,5.0535877,1,ahn2_5_38fn1.tif
254.0,429.0,474.0,2016-02-02,51.6513034,5.9385777,1,ahn2_5_46dn1.tif
22.0,452.0,289.0,2016-02-02,53.2172407,6.5571931,1,ahn2_5_07dn1.tif
73.0,307.0,437.0,2016-02-03,52.0664433,4.2971823,1,ahn2_5_30gz1.tif
88.0,311.0,452.0,2016-02-03,51.9286824,4.3409618,1,ahn2_5_37ez1.tif
202.0,353.0,391.0,2016-02-03,52.4299138,4.9971277,1,ahn2_5_25ez2.tif
305.0,369.0,435.0,2016-02-03,52.0341132,5.1715652,1,ahn2_5_39an1.tif
590.0,304.0,453.0,2016-02-04,51.927028,4.2425246,1,ahn2_5_37bz2.tif
711.0,309.0,455.0,2016-02-04,51.9083134,4.310102,1,ahn2_5_37gn1.tif
467.0,317.0,451.0,2016-02-04,51.9320113,4.4266174,1,ahn2_5_37ez2.tif
516.0,325.0,449.0,2016-02-04,51.9455208,4.5412055,1,ahn2_5_37fz2.tif
298.0,342.0,399.0,2016-02-04,52.364889,4.8390723,1,ahn2_5_25dn2.tif
282.0,345.0,398.0,2016-02-04,52.370262,4.8818338,1,ahn2_5_25gn1.tif
45.0,304.0,440.0,2016-02-05,52.0419175,4.2557399,1,ahn2_5_30dz2.tif
69.0,309.0,437.0,2016-02-05,52.0575571,4.3263539,1,ahn2_5_30gz1.tif
76.0,313.0,444.0,2016-02-05,51.9966475,4.3751436,1,ahn2_5_37en2.tif
38.0,319.0,426.0,2016-02-05,52.1514491,4.4774105,1,ahn2_5_30fz1.tif
34.0,330.0,384.0,2016-02-05,52.4996667,4.6804478,1,ahn2_5_19cz2.tif
60.0,345.0,408.0,2016-02-05,52.2851314,4.8624246,1,ahn2_5_25dz2.tif
378.0,306.0,436.0,2016-02-07,52.0685107,4.2846176,1,ahn2_5_30dz2.tif
379.0,306.0,438.0,2016-02-07,52.051374,4.2938314,1,ahn2_5_30gz1.tif
266.0,312.0,462.0,2016-02-07,51.8473603,4.3491505,1,ahn2_5_37gz1.tif
236.0,322.0,451.0,2016-02-07,51.9322796,4.4936886,1,ahn2_5_37fz1.tif
356.0,330.0,385.0,2016-02-07,52.4951329,4.6858214,1,ahn2_5_19cz2.tif
253.0,336.0,350.0,2016-02-07,52.7880912,4.8043998,1,ahn2_5_14dn2.tif
432.0,345.0,396.0,2016-02-07,52.3914263,4.8738889,1,ahn2_5_25ez1.tif
129.0,440.0,523.0,2016-02-07,51.2265364,6.031095,1,ahn2_5_58dn2.tif
47.0,441.0,403.0,2016-02-07,52.2477033,6.2125077,1,ahn2_5_33fn1.tif
627.0,306.0,436.0,2016-02-08,52.075023,4.2831734,1,ahn2_5_30dz2.tif
702.0,307.0,438.0,2016-02-08,52.054848,4.30598,1,ahn2_5_30gz1.tif
879.0,319.0,453.0,2016-02-08,51.91814,4.453181,1,ahn2_5_37hn1.tif
838.0,322.0,456.0,2016-02-08,51.8910328,4.4887154,1,ahn2_5_37hn1.tif
1121.0,349.0,399.0,2016-02-08,52.3588323,4.9385876,1,ahn2_5_25gn1.tif
1077.0,353.0,403.0,2016-02-08,52.3191222,4.9782422,1,ahn2_5_25gn2.tif
1981.0,437.0,402.0,2016-02-08,52.2613056,6.1656959,1,ahn2_5_27gz2.tif
896.0,449.0,505.0,2016-02-08,51.3679799,6.1702504,1,ahn2_5_52gz2.tif
1736.0,400.0,481.0,2016-02-09,51.6161587,5.5427045,1,ahn2_5_45gz2.tif
1500.0,448.0,344.0,2016-02-09,52.7512818,6.4087621,1,ahn2_5_17cz1.tif
819.0,311.0,454.0,2016-02-10,51.9125239,4.3443902,1,ahn2_5_37gn1.tif
359.0,326.0,400.0,2016-02-10,52.3678752,4.6067982,1,ahn2_5_25cn1.tif
298.0,329.0,385.0,2016-02-10,52.4909008,4.6739475,1,ahn2_5_19cz2.tif
998.0,335.0,443.0,2016-02-10,51.9879317,4.6790767,1,ahn2_5_38an2.tif
500.0,337.0,411.0,2016-02-10,52.2653326,4.7561154,1,ahn2_5_25dz1.tif
938.0,423.0,453.0,2016-02-10,51.8350678,5.8903354,1,ahn2_5_40cz2.tif
21.0,308.0,438.0,2016-02-11,52.0560489,4.3164058,1,ahn2_5_30gz1.tif
30.0,316.0,440.0,2016-02-11,52.0275357,4.4256627,1,ahn2_5_37en2.tif
11.0,320.0,437.0,2016-02-11,52.053634,4.4888179,1,ahn2_5_30hz1.tif
19.0,321.0,456.0,2016-02-11,51.8922048,4.4711559,1,ahn2_5_37hn1.tif
20.0,357.0,460.0,2016-02-11,51.8300784,4.9758107,1,ahn2_5_38gz2.tif
429.0,444.0,575.0,2016-02-11,50.7756517,6.0086838,1,ahn2_5_69gn2.tif
54.0,305.0,456.0,2016-02-13,51.8998568,4.2595344,1,ahn2_5_37dn2.tif
128.0,313.0,432.0,2016-02-13,52.0973339,4.3965636,1,ahn2_5_30gn2.tif
28.0,321.0,456.0,2016-02-13,51.8929677,4.4767599,1,ahn2_5_37hn1.tif
165.0,352.0,403.0,2016-02-13,52.3254916,4.9748244,1,ahn2_5_25gn2.tif
64.0,365.0,429.0,2016-02-13,52.0928978,5.1167137,1,ahn2_5_31hz2.tif
790.0,304.0,443.0,2016-02-14,52.0135966,4.2541825,1,ahn2_5_37bn2.tif
1103.0,310.0,434.0,2016-02-14,52.0886389,4.3533017,1,ahn2_5_30gz1.tif
1067.0,314.0,454.0,2016-02-14,51.9104366,4.3750181,1,ahn2_5_37gn2.tif
1070.0,322.0,456.0,2016-02-14,51.8897808,4.488969,1,ahn2_5_37hn1.tif
1072.0,323.0,451.0,2016-02-14,51.927682,4.5125641,1,ahn2_5_37fz1.tif
1209.0,324.0,458.0,2016-02-14,51.8711638,4.5211126,1,ahn2_5_37hn2.tif
1258.0,328.0,398.0,2016-02-14,52.381668,4.6316987,1,ahn2_5_25az1.tif
1678.0,371.0,407.0,2016-02-14,52.2756314,5.237459,1,ahn2_5_26cz1.tif
594.0,391.0,505.0,2016-02-14,51.4174249,5.3873877,1,ahn2_5_51dz2.tif
97.0,423.0,409.0,2016-02-15,52.2155457,5.9608226,1,ahn2_5_33bn1.tif
357.0,305.0,436.0,2016-02-18,52.0731775,4.2790471,1,ahn2_5_30dz2.tif
357.0,330.0,447.0,2016-02-18,51.9607875,4.605432,1,ahn2_5_38az1.tif
67.0,305.0,435.0,2016-02-19,52.0779913,4.2728882,1,ahn2_5_30dz2.tif
67.0,305.0,435.0,2016-02-19,52.0779913,4.2728882,1,ahn2_5_30dz2.tif
21.0,322.0,452.0,2016-02-19,51.9230558,4.4881682,1,ahn2_5_37fz1.tif
59.0,363.0,431.0,2016-02-19,52.0713614,5.0901666,1,ahn2_5_31hz1.tif
167.0,365.0,452.0,2016-02-19,51.8906265,5.093359,1,ahn2_5_38hn1.tif
1197.0,305.0,437.0,2016-02-20,52.0653054,4.2783087,1,ahn2_5_30dz2.tif
1625.0,309.0,433.0,2016-02-20,52.0925068,4.3270764,1,ahn2_5_30gn1.tif
1244.0,313.0,451.0,2016-02-20,51.9371139,4.370665,1,ahn2_5_37ez2.tif
1150.0,345.0,398.0,2016-02-20,52.3681829,4.8798696,1,ahn2_5_25gn1.tif
633.0,313.0,444.0,2016-02-21,51.9959425,4.3719831,1,ahn2_5_37en2.tif
380.0,317.0,451.0,2016-02-21,51.9342458,4.4284692,1,ahn2_5_37ez2.tif
711.0,321.0,424.0,2016-02-21,52.1684309,4.5134477,1,ahn2_5_30fz2.tif
114.0,321.0,458.0,2016-02-21,51.8748114,4.4768949,1,ahn2_5_37hn1.tif
114.0,321.0,458.0,2016-02-21,51.8748114,4.4768949,1,ahn2_5_37hn1.tif
548.0,329.0,450.0,2016-02-21,51.9335464,4.5991881,1,ahn2_5_38az1.tif
541.0,338.0,440.0,2016-02-21,52.0169592,4.7245071,1,ahn2_5_38an2.tif
410.0,343.0,399.0,2016-02-21,52.3668157,4.8431936,1,ahn2_5_25dn2.tif
296.0,390.0,455.0,2016-02-21,51.8508043,5.4392195,1,ahn2_5_39dz2.tif
803.0,421.0,452.0,2016-02-21,51.8437146,5.8647344,1,ahn2_5_40cz2.tif
850.0,424.0,436.0,2016-02-21,51.9797777,5.9295555,1,ahn2_5_40bz1.tif
608.0,307.0,438.0,2016-02-22,52.0522884,4.304263,1,ahn2_5_30gz1.tif
557.0,308.0,435.0,2016-02-22,52.0767146,4.3127949,1,ahn2_5_30gz1.tif
893.0,318.0,453.0,2016-02-22,51.916783,4.4377275,1,ahn2_5_37gn2.tif
988.0,320.0,458.0,2016-02-22,51.8736763,4.4661862,1,ahn2_5_37hn1.tif
967.0,326.0,452.0,2016-02-22,51.9183994,4.5518106,1,ahn2_5_37hn2.tif
187.0,301.0,445.0,2016-02-23,51.9945442,4.2115328,1,ahn2_5_37bn1.tif
180.0,321.0,453.0,2016-02-23,51.9125552,4.4803747,1,ahn2_5_37hn1.tif
118.0,345.0,406.0,2016-02-23,52.2993636,4.8613917,1,ahn2_5_25dz2.tif
95.0,415.0,326.0,2016-02-23,52.9318001,5.9584478,1,ahn2_5_16bn1.tif
142.0,421.0,305.0,2016-02-23,53.1115545,6.0789236,1,ahn2_5_11en1.tif
104.0,312.0,455.0,2016-02-24,51.9055837,4.349376,1,ahn2_5_37gn1.tif
165.0,325.0,458.0,2016-02-24,51.8718546,4.527053,1,ahn2_5_37hn2.tif
84.0,327.0,455.0,2016-02-24,51.8916577,4.5584461,1,ahn2_5_37hn2.tif
40.0,328.0,490.0,2016-02-24,51.5915853,4.5411744,1,ahn2_5_43hz2.tif
239.0,343.0,400.0,2016-02-24,52.352937,4.8467543,1,ahn2_5_25dn2.tif
369.0,345.0,399.0,2016-02-24,52.3619757,4.8714419,1,ahn2_5_25dn2.tif
37.0,352.0,476.0,2016-02-24,51.6952393,4.8811123,1,ahn2_5_44gn1.tif
230.0,354.0,430.0,2016-02-24,52.0912579,4.9626289,1,ahn2_5_31gz2.tif
512.0,304.0,434.0,2016-02-25,52.090579,4.2618927,1,ahn2_5_30dn2.tif
396.0,311.0,445.0,2016-02-25,51.9888974,4.3458762,1,ahn2_5_37en1.tif
237.0,313.0,450.0,2016-02-25,51.9434981,4.3771674,1,ahn2_5_37ez2.tif
154.0,319.0,454.0,2016-02-25,51.9072128,4.4531819,1,ahn2_5_37hn1.tif
149.0,322.0,455.0,2016-02-25,51.89541,4.4942442,1,ahn2_5_37hn1.tif
261.0,364.0,425.0,2016-02-25,52.1205477,5.1136577,1,ahn2_5_31hn2.tif
155.0,469.0,431.0,2016-02-25,51.9839568,6.5674152,1,ahn2_5_41bn2.tif
15.0,308.0,438.0,2016-02-26,52.0546052,4.3098935,1,ahn2_5_30gz1.tif
15.0,308.0,438.0,2016-02-26,52.0546052,4.3098935,1,ahn2_5_30gz1.tif
91.0,347.0,397.0,2016-02-26,52.3758298,4.9008852,1,ahn2_5_25ez1.tif
47.0,369.0,396.0,2016-02-27,52.3669107,5.217844,1,ahn2_5_26cn1.tif
14.0,318.0,422.0,2016-02-28,52.183954,4.4766158,1,ahn2_5_30fz1.tif
704.0,321.0,456.0,2016-03-01,51.8909812,4.4812114,1,ahn2_5_37hn1.tif
693.0,321.0,457.0,2016-03-01,51.8777762,4.4732187,1,ahn2_5_37hn1.tif
773.0,322.0,451.0,2016-03-01,51.9358876,4.4925862,1,ahn2_5_37fz1.tif
747.0,322.0,453.0,2016-03-01,51.9170362,4.4879883,1,ahn2_5_37hn1.tif
916.0,326.0,398.0,2016-03-01,52.387754,4.6146452,1,ahn2_5_25az1.tif
770.0,329.0,422.0,2016-03-01,52.1740839,4.6318566,1,ahn2_5_31az1.tif
943.0,341.0,397.0,2016-03-01,52.3836827,4.8176937,1,ahn2_5_25bz2.tif
503.0,398.0,503.0,2016-03-01,51.4328071,5.4864688,1,ahn2_5_51gn1.tif
937.0,306.0,437.0,2016-03-02,52.0602898,4.2917762,1,ahn2_5_30dz2.tif
884.0,364.0,413.0,2016-03-02,52.2236056,5.1303733,1,ahn2_5_31fn2.tif
763.0,392.0,438.0,2016-03-02,51.9874342,5.4894854,1,ahn2_5_39en1.tif
35.0,304.0,437.0,2016-03-03,52.0647458,4.2638404,1,ahn2_5_30dz2.tif
76.0,347.0,399.0,2016-03-03,52.3653056,4.9075928,1,ahn2_5_25gn1.tif
1245.0,306.0,435.0,2016-03-04,52.0805502,4.2964954,1,ahn2_5_30gz1.tif
1112.0,311.0,453.0,2016-03-04,51.9198965,4.3476208,1,ahn2_5_37gn1.tif
1182.0,320.0,455.0,2016-03-04,51.9026488,4.4607036,1,ahn2_5_37hn1.tif
1073.0,321.0,436.0,2016-03-04,52.0587905,4.5014881,1,ahn2_5_30hz1.tif
889.0,327.0,399.0,2016-03-04,52.3791158,4.6270152,1,ahn2_5_25az1.tif
913.0,328.0,398.0,2016-03-04,52.3797587,4.6334399,1,ahn2_5_25az1.tif
